EmpIoyee_ID,FirstName,LastName,HireDate,TerminationDate,ADEmail,EmployeeStatus,EmployeeType,EmployeeClassificationType,DepartmentType,DOB,State,JobFunctionDescription,GenderCode,Performance Score,Current Employee Rating
1735,Abram,Fisher,2020-06-14,NA,abram.fisher@bilearner.com,Active,Contract,Part-Time,Production       ,30-08-1954,MA,Runner,Female,Fully Meets,3
1736,Jayleen,Oconnell,2022-03-29,2023-05-20,jayleen.oconnell@bilearner.com,Terminated,Full-Time,Temporary,Production       ,17-08-1983,MA,Laborer,Female,Fully Meets,3
1737,Jordon,Meadows,2022-12-18,NA,jordon.meadows@bilearner.com,Active,Contract,Part-Time,Production       ,07-02-1996,MA,Manager,Female,Fully Meets,3
1738,Justice,Pineda,2019-03-21,NA,justice.pineda@bilearner.com,Active,Part-Time,Part-Time,Production       ,25-10-1950,MA,Project Coordinator,Female,Fully Meets,3
1739,Isiah,Decker,2021-02-08,NA,isiah.decker@bilearner.com,Active,Full-Time,Full-Time,Production       ,09-09-1998,MA,Laborer,Female,Fully Meets,3
1740,Giada,Boone,2022-06-06,NA,giada.boone@bilearner.com,Active,Full-Time,Temporary,Production       ,13-01-1965,MA,Foreman,Male,Fully Meets,3
1741,Camryn,Guerra,2021-11-01,NA,camryn.guerra@bilearner.com,Active,Contract,Full-Time,Production       ,01-09-1955,MA,Laborer,Female,Fully Meets,3
1742,Melody,Rollins,2023-01-19,NA,melody.rollins@bilearner.com,Active,Contract,Full-Time,Production       ,10-01-1951,MA,Assistant,Female,Fully Meets,3
1743,Lucia,Cummings,2020-07-30,NA,lucia.cummings@bilearner.com,Active,Contract,Part-Time,Production       ,15-09-1960,MA,Operator,Female,Fully Meets,3
1744,Jaylen,Serrano,2023-07-16,NA,jaylen.serrano@bilearner.com,Active,Part-Time,Full-Time,Production       ,18-07-1951,MA,Laborer,Female,Fully Meets,3
1745,Jayson,Bright,2022-06-16,NA,jayson.bright@bilearner.com,Active,Part-Time,Part-Time,Production       ,24-07-1953,MA,Laborer,Female,Fully Meets,3
1746,Carlie,Wilkerson,2021-06-13,2022-05-27,carlie.wilkerson@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,20-05-1952,MA,Engineer,Male,Fully Meets,3
1747,Kaylyn,Patrick,2020-11-14,2021-11-01,kaylyn.patrick@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,30-01-1968,MA,Manager,Female,Fully Meets,3
1748,Evie,Pope,2020-06-16,2023-03-13,evie.pope@bilearner.com,Terminated,Full-Time,Temporary,Production       ,10-12-1973,MA,Construction Manager,Female,Fully Meets,3
1749,Nayeli,Kelley,2018-12-20,2020-12-24,nayeli.kelley@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,04-08-1996,MA,Laborer,Female,Fully Meets,3
1750,Krista,Franco,2022-10-29,NA,krista.franco@bilearner.com,Active,Contract,Part-Time,Production       ,27-12-1960,MA,Project Manager,Female,Fully Meets,3
1751,Teresa,Farrell,2020-07-20,NA,teresa.farrell@bilearner.com,Active,Contract,Temporary,Production       ,06-07-1968,MA,Lineman,Female,Fully Meets,3
1752,Dorian,Fox,2021-10-03,2021-12-19,dorian.fox@bilearner.com,Terminated,Contract,Part-Time,Production       ,07-05-1959,MA,Laborer,Male,Fully Meets,3
1753,Madeleine,Sherman,2022-07-16,NA,madeleine.sherman@bilearner.com,Active,Part-Time,Full-Time,Production       ,08-09-1990,MA,Supervisor,Male,Fully Meets,3
1754,Allan,Butler,2020-06-30,NA,allan.butler@bilearner.com,Active,Full-Time,Full-Time,Production       ,30-11-1944,MA,Laborer,Male,Fully Meets,3
1755,Nevaeh,Davila,2021-06-13,NA,nevaeh.davila@bilearner.com,Active,Full-Time,Part-Time,Production       ,16-06-1993,MA,Laborer,Male,Fully Meets,3
1756,Gunnar,Webster,2020-12-29,2022-10-24,gunnar.webster@bilearner.com,Terminated,Full-Time,Temporary,Production       ,09-12-1973,MA,Splicer,Female,Fully Meets,3
1757,Aydin,Tate,2022-02-03,NA,aydin.tate@bilearner.com,Active,Part-Time,Full-Time,Production       ,18-12-1946,MA,Technician,Female,Fully Meets,3
1758,Patrick,Mckinney,2022-01-10,2023-05-11,patrick.mckinney@bilearner.com,Terminated,Full-Time,Temporary,Production       ,01-10-1951,MA,Foreman,Female,Fully Meets,3
1759,Milagros,Foley,2018-12-13,NA,milagros.foley@bilearner.com,Active,Part-Time,Full-Time,Production       ,22-02-1973,MA,Engineer,Female,Fully Meets,3
1760,Rachael,Buck,2021-03-03,NA,rachael.buck@bilearner.com,Active,Full-Time,Temporary,Production       ,25-08-1983,MA,Tester,Female,Fully Meets,3
1761,Rigoberto,Townsend,2021-07-04,NA,rigoberto.townsend@bilearner.com,Active,Part-Time,Full-Time,Production       ,15-09-1997,MA,Supervisor,Female,Fully Meets,3
1762,Reagan,Odonnell,2020-02-06,2021-07-21,reagan.odonnell@bilearner.com,Terminated,Contract,Part-Time,Production       ,28-05-1979,MA,Estimator,Male,Fully Meets,3
1763,Roy,Morse,2020-06-28,2022-07-11,roy.morse@bilearner.com,Terminated,Contract,Full-Time,Production       ,07-03-1988,MA,Engineer,Female,Fully Meets,3
1764,Rafael,Buchanan,2020-12-22,2021-11-20,rafael.buchanan@bilearner.com,Terminated,Contract,Full-Time,Production       ,20-04-1998,MA,Project Manager,Female,Fully Meets,3
1765,Kaitlynn,Herman,2019-11-24,NA,kaitlynn.herman@bilearner.com,Active,Full-Time,Full-Time,Production       ,25-04-1978,MA,Billing,Female,Fully Meets,3
1766,Marquise,Santana,2022-09-23,NA,marquise.santana@bilearner.com,Active,Full-Time,Full-Time,Production       ,07-12-1988,MA,Technician,Female,Fully Meets,3
1767,Jamarion,Mitchell,2020-02-06,2022-01-23,jamarion.mitchell@bilearner.com,Terminated,Full-Time,Temporary,Production       ,18-09-1950,MA,Foreman,Female,Fully Meets,3
1768,Gabrielle,Hardy,2019-01-14,2021-08-06,gabrielle.hardy@bilearner.com,Terminated,Full-Time,Temporary,Production       ,08-03-1953,MA,Foreman,Male,Fully Meets,3
1769,Savion,Stokes,2019-06-25,2022-05-15,savion.stokes@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,27-03-1967,MA,Foreman,Female,Fully Meets,3
1770,Trevin,Summers,2019-03-09,NA,trevin.summers@bilearner.com,Active,Part-Time,Temporary,Production       ,07-11-1978,MA,Administrator,Female,Fully Meets,3
1771,Hailie,Bell,2020-06-13,NA,hailie.bell@bilearner.com,Active,Full-Time,Part-Time,Production       ,12-06-1958,MA,Administrative,Female,Fully Meets,3
1772,Audrey,Stevens,2019-01-22,NA,audrey.stevens@bilearner.com,Active,Contract,Part-Time,Production       ,28-09-1952,MA,Laborer,Female,Fully Meets,3
1773,Jason,Munoz,2020-12-12,NA,jason.munoz@bilearner.com,Active,Full-Time,Part-Time,Production       ,14-04-1950,MA,Laborer,Female,Fully Meets,3
1774,Carlee,Foley,2022-04-27,NA,carlee.foley@bilearner.com,Active,Part-Time,Full-Time,Production       ,08-10-1977,MA,Laborer,Female,Fully Meets,3
1775,Sarahi,Dodson,2022-04-11,2022-09-26,sarahi.dodson@bilearner.com,Terminated,Contract,Part-Time,Production       ,27-01-1954,MA,Flagger,Male,Fully Meets,3
1776,Faith,Carey,2022-09-01,2022-12-02,faith.carey@bilearner.com,Terminated,Contract,Temporary,Production       ,20-06-1983,MA,Model Assistant,Male,Fully Meets,3
1777,Mylie,Salazar,2018-09-08,NA,mylie.salazar@bilearner.com,Active,Contract,Part-Time,Production       ,16-01-1987,MA,Engineer,Male,Fully Meets,3
1778,Pablo,Parker,2022-11-24,2023-08-05,pablo.parker@bilearner.com,Terminated,Full-Time,Temporary,Production       ,26-08-1948,MA,Vp,Male,Fully Meets,3
1779,Ulises,Shea,2020-07-23,NA,ulises.shea@bilearner.com,Active,Full-Time,Part-Time,Production       ,04-05-1956,MA,Shop,Female,Fully Meets,3
1780,Bethany,Terry,2018-12-28,2023-05-15,bethany.terry@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,15-02-1956,MA,Drafter,Female,Fully Meets,3
1781,Kamari,Holloway,2019-10-01,NA,kamari.holloway@bilearner.com,Active,Contract,Full-Time,Production       ,08-07-1956,MA,Laborer,Female,Fully Meets,3
1782,Jazlene,Mcdaniel,2019-08-17,2019-10-25,jazlene.mcdaniel@bilearner.com,Terminated,Contract,Part-Time,Production       ,30-12-1979,MA,Laborer,Female,Fully Meets,3
1783,Dane,Kelly,2023-05-31,NA,dane.kelly@bilearner.com,Active,Part-Time,Part-Time,Production       ,04-06-1999,MA,Foreman,Female,Fully Meets,3
1784,Camila,Dunn,2020-12-08,2023-06-10,camila.dunn@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,24-12-1948,MA,Top Hand,Female,Fully Meets,3
1785,Aurora,Frederick,2018-11-05,2023-03-23,aurora.frederick@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,11-12-1981,MA,Splicer,Male,Fully Meets,3
1786,Caylee,Nunez,2020-08-26,2023-04-05,caylee.nunez@bilearner.com,Terminated,Contract,Full-Time,Production       ,27-08-1983,MA,Project Manager,Female,Fully Meets,3
1787,Tamia,Sharp,2020-02-23,NA,tamia.sharp@bilearner.com,Active,Part-Time,Part-Time,Production       ,22-03-1987,MA,Coordinator,Female,Fully Meets,3
1788,Jaliyah,Gamble,2022-02-12,NA,jaliyah.gamble@bilearner.com,Active,Full-Time,Full-Time,Production       ,19-09-1967,MA,Splicer,Female,Fully Meets,3
1789,Xander,Savage,2020-02-13,NA,xander.savage@bilearner.com,Active,Contract,Temporary,Production       ,18-07-1983,MA,Laborer,Female,Fully Meets,3
1790,Marc,Crosby,2023-02-15,2023-03-09,marc.crosby@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,19-06-1986,MA,Technician,Female,Fully Meets,3
1791,Marques,Zimmerman,2019-12-03,2021-08-31,marques.zimmerman@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,17-07-1960,MA,Vp,Male,Fully Meets,3
1792,Livia,Salazar,2018-12-31,NA,livia.salazar@bilearner.com,Active,Full-Time,Temporary,Production       ,15-10-1974,MA,Locator,Female,Fully Meets,3
1793,Alana,Choi,2020-01-16,2021-02-09,alana.choi@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,09-02-1974,MA,Engineer,Female,Fully Meets,3
1794,Levi,Lawson,2018-11-20,2020-02-09,levi.lawson@bilearner.com,Terminated,Full-Time,Temporary,Production       ,31-12-1949,MA,Vp,Female,Fully Meets,3
1795,Kane,Black,2022-11-11,2023-07-03,kane.black@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,09-04-1967,MA,Coordinator,Female,Fully Meets,3
1796,Paola,Weeks,2020-12-18,2021-07-23,paola.weeks@bilearner.com,Terminated,Contract,Part-Time,Production       ,26-12-1949,MA,Recruiting,Female,Fully Meets,3
1797,Brooklynn,Mack,2021-01-26,NA,brooklynn.mack@bilearner.com,Active,Full-Time,Temporary,Production       ,15-01-1996,MA,Engineer,Female,Fully Meets,3
1798,Darrell,Zamora,2021-11-26,2022-05-24,darrell.zamora@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,27-09-1964,MA,Administrative,Male,Fully Meets,3
1799,Irvin,Warner,2023-05-15,NA,irvin.warner@bilearner.com,Active,Contract,Part-Time,Production       ,14-01-1957,MA,Accounting,Male,Fully Meets,3
1800,Dayton,Castro,2023-06-20,NA,dayton.castro@bilearner.com,Active,Full-Time,Full-Time,Production       ,16-04-1967,MA,Driller,Male,Fully Meets,3
1801,Hailey,Mckay,2019-08-22,2022-06-06,hailey.mckay@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,21-03-1987,MA,Engineer,Female,Fully Meets,3
1802,Jaquan,Rowland,2021-08-30,NA,jaquan.rowland@bilearner.com,Active,Contract,Full-Time,Production       ,02-12-1994,MA,Engineer,Female,Fully Meets,3
1803,David,Velez,2020-01-27,NA,david.velez@bilearner.com,Active,Part-Time,Part-Time,Production       ,31-12-1952,MA,Technician,Female,Fully Meets,3
1804,Joslyn,Patel,2022-03-04,NA,joslyn.patel@bilearner.com,Active,Contract,Temporary,Production       ,18-09-1974,MA,Groundman,Female,Fully Meets,3
1805,Colt,Archer,2020-03-07,NA,colt.archer@bilearner.com,Active,Contract,Temporary,Production       ,03-10-1994,MA,Laborer,Female,Fully Meets,3
1806,Abbigail,Cameron,2020-03-19,NA,abbigail.cameron@bilearner.com,Active,Full-Time,Full-Time,Production       ,17-03-1947,MA,Support,Female,Fully Meets,3
1807,Anastasia,Escobar,2022-07-23,NA,anastasia.escobar@bilearner.com,Active,Full-Time,Part-Time,Production       ,07-05-1992,MA,Project Manager,Male,Fully Meets,3
1808,Ronin,Mclaughlin,2019-10-18,2021-10-03,ronin.mclaughlin@bilearner.com,Terminated,Full-Time,Temporary,Production       ,19-06-1947,MA,Director,Female,Fully Meets,3
1809,Aliana,Pena,2020-04-14,NA,aliana.pena@bilearner.com,Active,Full-Time,Full-Time,Production       ,17-05-1998,MA,Administrative,Female,Fully Meets,3
1810,Ramon,Goodwin,2018-11-25,2019-07-25,ramon.goodwin@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,11-12-1946,MA,Laborer,Female,Fully Meets,3
1811,Cory,Saunders,2021-03-23,2022-08-26,cory.saunders@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,17-12-1975,MA,Engineer,Female,Fully Meets,3
1812,Alessandra,Huynh,2020-10-27,2021-11-08,alessandra.huynh@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,12-09-1968,MA,Engineer,Female,Fully Meets,3
1813,Maeve,Holmes,2022-06-11,2023-06-29,maeve.holmes@bilearner.com,Terminated,Part-Time,Temporary,Production       ,09-07-2001,MA,Technician,Female,Fully Meets,3
1814,Alejandra,Mclean,2020-03-19,NA,alejandra.mclean@bilearner.com,Active,Contract,Temporary,Production       ,11-04-1985,MA,Project Manager,Female,Fully Meets,3
1815,Reuben,Potter,2019-11-07,2022-12-07,reuben.potter@bilearner.com,Terminated,Contract,Full-Time,Production       ,13-03-1992,MA,Laborer,Female,Fully Meets,3
1816,Marilyn,Greer,2023-04-24,NA,marilyn.greer@bilearner.com,Active,Full-Time,Part-Time,Production       ,18-03-1959,MA,Foreman,Female,Fully Meets,3
1817,Camila,Nichols,2020-06-04,NA,camila.nichols@bilearner.com,Active,Contract,Temporary,Production       ,07-03-1979,MA,Manager,Female,Fully Meets,3
1818,Iris,Bruce,2022-05-23,NA,iris.bruce@bilearner.com,Active,Part-Time,Full-Time,Production       ,11-02-1954,MA,Technician,Male,Fully Meets,3
1819,Henry,Pratt,2019-05-17,NA,henry.pratt@bilearner.com,Active,Full-Time,Temporary,Production       ,03-02-1961,MA,Technician,Male,Fully Meets,3
1820,Kira,Soto,2018-09-28,2021-04-25,kira.soto@bilearner.com,Terminated,Part-Time,Temporary,Production       ,14-11-1943,MA,Ceo,Male,Fully Meets,3
1821,Ashanti,Scott,2019-03-04,NA,ashanti.scott@bilearner.com,Active,Part-Time,Part-Time,Production       ,26-03-1972,MA,Foreman,Female,Fully Meets,3
1822,Sarahi,Burke,2021-03-29,2021-12-01,sarahi.burke@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,09-09-1988,MA,Operator,Female,Fully Meets,3
1823,Aimee,Terry,2019-07-07,2020-02-14,aimee.terry@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,30-11-1996,MA,Driver,Female,Fully Meets,3
1824,Jerimiah,Jackson,2018-09-06,NA,jerimiah.jackson@bilearner.com,Active,Contract,Full-Time,Production       ,08-12-1990,MA,Lineman,Female,Fully Meets,3
1825,Callie,Murray,2018-09-25,NA,callie.murray@bilearner.com,Active,Part-Time,Part-Time,Production       ,05-03-1948,MA,Laborer,Female,Fully Meets,3
1826,Fabian,Young,2022-03-11,2022-04-25,fabian.young@bilearner.com,Terminated,Part-Time,Temporary,Production       ,21-02-1982,MA,Technician,Female,Fully Meets,3
1827,Juliette,Morton,2020-07-13,2021-10-06,juliette.morton@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,15-05-1971,MA,Engineer,Female,Fully Meets,3
1828,Alyvia,Sellers,2020-06-22,NA,alyvia.sellers@bilearner.com,Active,Contract,Full-Time,Production       ,07-06-1950,MA,Groundman,Female,Fully Meets,3
1829,Tyler,Gay,2019-09-30,2021-03-02,tyler.gay@bilearner.com,Terminated,Full-Time,Temporary,Production       ,24-11-1984,MA,Laborer,Female,Fully Meets,3
1830,Noemi,Randall,2020-01-08,NA,noemi.randall@bilearner.com,Active,Contract,Temporary,Production       ,14-08-1991,MA,Laborer,Female,Fully Meets,3
1831,Jazlene,Lozano,2021-10-16,NA,jazlene.lozano@bilearner.com,Active,Full-Time,Temporary,Production       ,07-11-1978,MA,Engineer,Female,Fully Meets,3
1832,Jennifer,Salazar,2022-06-29,NA,jennifer.salazar@bilearner.com,Active,Full-Time,Temporary,Production       ,16-10-1977,MA,Foreman,Female,Fully Meets,3
1833,Vaughn,Leonard,2022-05-01,2023-04-24,vaughn.leonard@bilearner.com,Terminated,Full-Time,Temporary,Production       ,14-07-1956,MA,Laborer,Male,Fully Meets,3
1834,Caitlin,Robertson,2018-08-16,NA,caitlin.robertson@bilearner.com,Active,Full-Time,Part-Time,Production       ,18-06-1957,MA,Manager,Female,Fully Meets,3
1835,Elyse,Huerta,2019-12-27,NA,elyse.huerta@bilearner.com,Active,Part-Time,Temporary,Production       ,27-09-1959,MA,Laborer,Female,Fully Meets,3
1836,Kyle,Sanders,2021-07-01,2023-03-28,kyle.sanders@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,16-03-1977,MA,Engineer,Female,Fully Meets,3
1837,Barrett,Jennings,2022-10-20,NA,barrett.jennings@bilearner.com,Active,Full-Time,Full-Time,Production       ,14-11-1952,MA,Foreman,Female,Fully Meets,3
1838,Darius,Koch,2019-02-15,NA,darius.koch@bilearner.com,Active,Full-Time,Full-Time,Production       ,23-10-1998,MA,Director,Female,Fully Meets,3
1839,Kolton,Dawson,2022-01-17,2022-07-25,kolton.dawson@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,28-05-1976,MA,Laborer,Male,Fully Meets,3
1840,Ciara,Cole,2021-11-14,2022-07-01,ciara.cole@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,04-04-1971,MA,Manager,Male,Fully Meets,3
1841,Virginia,Wallace,2020-11-14,2020-12-22,virginia.wallace@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,11-09-1971,MA,Lineman,Female,Fully Meets,3
1842,Malik,Ochoa,2023-02-25,NA,malik.ochoa@bilearner.com,Active,Part-Time,Part-Time,Production       ,26-12-1961,MA,Technician,Female,Fully Meets,3
1843,Elyse,Pratt,2022-08-23,NA,elyse.pratt@bilearner.com,Active,Contract,Full-Time,Production       ,28-04-1965,MA,Laborer,Female,Fully Meets,3
1844,Yahir,Hill,2019-05-01,2019-12-31,yahir.hill@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,17-10-1967,MA,Laborer,Female,Fully Meets,3
1845,Harley,Abbott,2020-04-26,NA,harley.abbott@bilearner.com,Active,Full-Time,Part-Time,Production       ,16-11-1951,MA,Foreman,Female,Fully Meets,3
1846,Dawson,Pratt,2021-02-08,2022-07-15,dawson.pratt@bilearner.com,Terminated,Full-Time,Temporary,Production       ,27-05-1971,MA,Coordinator,Female,Fully Meets,3
1847,Michaela,Smith,2020-10-29,2021-01-26,michaela.smith@bilearner.com,Terminated,Contract,Part-Time,Production       ,14-03-1957,MA,Manager,Female,Fully Meets,3
1848,Lillie,Leblanc,2022-11-22,NA,lillie.leblanc@bilearner.com,Active,Contract,Full-Time,Production       ,06-11-1975,MA,Engineer,Female,Fully Meets,3
1849,Sincere,Rivera,2022-10-11,NA,sincere.rivera@bilearner.com,Active,Full-Time,Part-Time,Production       ,19-06-1982,MA,Splicer,Female,Fully Meets,3
1850,Lucas,Good,2019-12-28,NA,lucas.good@bilearner.com,Active,Full-Time,Full-Time,Production       ,21-04-1978,MA,Administrator,Female,Fully Meets,3
1851,Jonas,Hernandez,2019-04-11,NA,jonas.hernandez@bilearner.com,Active,Full-Time,Part-Time,Production       ,10-05-1984,MA,Technician,Female,Fully Meets,3
1852,Cason,Tyler,2020-10-26,NA,cason.tyler@bilearner.com,Active,Full-Time,Part-Time,Production       ,13-08-1955,MA,Laborer,Female,Fully Meets,3
1853,Malachi,Singleton,2021-07-09,2023-01-27,malachi.singleton@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,16-07-1994,MA,Technician,Female,Fully Meets,3
1854,Natalie,Christensen,2022-01-12,NA,natalie.christensen@bilearner.com,Active,Full-Time,Temporary,Production       ,19-04-1944,MA,Administrator,Male,Fully Meets,3
1855,Jordyn,Sheppard,2020-08-07,2021-07-20,jordyn.sheppard@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,19-12-1968,MA,Administrative,Female,Fully Meets,3
1856,Rohan,Matthews,2021-04-10,2022-11-19,rohan.matthews@bilearner.com,Terminated,Part-Time,Temporary,Production       ,28-12-1980,MA,Administrative,Female,Fully Meets,3
1857,Taniya,Stafford,2021-01-11,NA,taniya.stafford@bilearner.com,Active,Full-Time,Full-Time,Production       ,18-02-2000,MA,Drafter,Female,Fully Meets,3
1858,Cherish,Preston,2019-12-08,NA,cherish.preston@bilearner.com,Active,Contract,Full-Time,Production       ,28-01-1985,MA,Supervisor,Female,Fully Meets,3
1859,Briley,Hanson,2021-09-26,NA,briley.hanson@bilearner.com,Active,Part-Time,Full-Time,Production       ,21-07-1994,MA,Supervisor,Male,Fully Meets,3
1860,Hugo,Tate,2021-09-09,2021-10-28,hugo.tate@bilearner.com,Terminated,Full-Time,Temporary,Production       ,25-05-1999,MA,Driller,Male,Fully Meets,3
1861,Daniel,Griffin,2020-09-19,2023-02-20,daniel.griffin@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,18-09-1943,MA,Technician,Female,Fully Meets,3
1862,Dakota,Salinas,2022-01-11,2022-10-26,dakota.salinas@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,29-05-1998,MA,Lineman,Female,Fully Meets,3
1863,Janiyah,Ballard,2019-07-18,NA,janiyah.ballard@bilearner.com,Active,Full-Time,Full-Time,Production       ,01-07-1942,MA,Clerk,Female,Fully Meets,3
1864,Annika,Malone,2021-04-13,NA,annika.malone@bilearner.com,Active,Full-Time,Full-Time,Production       ,14-05-1996,MA,Administrator,Female,Fully Meets,3
1865,Celeste,Lin,2023-06-17,2023-07-27,celeste.lin@bilearner.com,Terminated,Contract,Temporary,Production       ,12-03-1988,MA,Coordinator,Female,Fully Meets,3
1866,Larissa,Warner,2018-10-27,NA,larissa.warner@bilearner.com,Active,Full-Time,Part-Time,Production       ,27-06-1943,MA,Engineer,Female,Fully Meets,3
1867,Lawrence,Cross,2021-06-01,2023-04-29,lawrence.cross@bilearner.com,Terminated,Contract,Full-Time,Production       ,21-10-1993,MA,Lineman,Female,Fully Meets,3
1868,Kara,Barnes,2023-04-07,2023-05-07,kara.barnes@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,28-09-1970,MA,Laborer,Female,Fully Meets,3
1869,Emery,Schmidt,2021-06-13,NA,emery.schmidt@bilearner.com,Active,Full-Time,Full-Time,Production       ,24-10-1970,MA,Groundman,Female,Fully Meets,3
1870,Adalyn,Vaughan,2019-03-13,2020-09-12,adalyn.vaughan@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,27-01-1985,MA,Administrator,Female,Fully Meets,3
1871,Chase,Lloyd,2019-05-24,2021-10-09,chase.lloyd@bilearner.com,Terminated,Part-Time,Temporary,Production       ,08-08-1968,MA,Technician,Female,Fully Meets,3
1872,Hallie,Delacruz,2023-02-25,NA,hallie.delacruz@bilearner.com,Active,Part-Time,Temporary,Production       ,10-03-1983,MA,Laborer,Female,Fully Meets,3
1873,Tia,Atkins,2020-03-24,NA,tia.atkins@bilearner.com,Active,Contract,Full-Time,Production       ,10-10-1953,MA,Foreman,Female,Fully Meets,3
1874,Nia,Nicholson,2021-06-12,NA,nia.nicholson@bilearner.com,Active,Contract,Temporary,Production       ,05-09-1967,MA,Laborer,Female,Fully Meets,3
1875,Lilian,Norton,2019-03-22,2022-03-23,lilian.norton@bilearner.com,Terminated,Part-Time,Temporary,Production       ,28-03-1950,MA,Driller,Female,Fully Meets,3
1876,Aliana,Pennington,2021-03-08,2022-12-17,aliana.pennington@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,02-07-2000,MA,Laborer,Female,Fully Meets,3
1877,Estrella,Benitez,2020-05-15,NA,estrella.benitez@bilearner.com,Active,Contract,Full-Time,Production       ,01-02-1957,MA,Administration,Female,Fully Meets,3
1878,Kylie,Gilbert,2023-01-24,NA,kylie.gilbert@bilearner.com,Active,Full-Time,Part-Time,Production       ,13-02-1996,MA,Safety,Female,Fully Meets,3
1879,Oscar,Munoz,2021-01-06,2022-12-30,oscar.munoz@bilearner.com,Terminated,Full-Time,Temporary,Production       ,14-11-1998,MA,Laborer,Male,Fully Meets,3
1880,Dane,Barton,2021-04-16,NA,dane.barton@bilearner.com,Active,Part-Time,Part-Time,Production       ,07-08-1997,MA,Coordinator,Male,Fully Meets,3
1881,Dexter,Cline,2021-09-22,2021-10-25,dexter.cline@bilearner.com,Terminated,Contract,Full-Time,Production       ,24-02-1981,MA,Director,Male,Fully Meets,3
1882,Atticus,Frost,2022-06-28,2023-03-07,atticus.frost@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,03-10-1980,MA,Supervisor,Female,Fully Meets,3
1883,Yamilet,Cohen,2020-08-17,NA,yamilet.cohen@bilearner.com,Active,Part-Time,Part-Time,Production       ,15-05-1980,MA,Driller,Female,Fully Meets,3
1884,Emmalee,Reynolds,2023-04-03,2023-07-21,emmalee.reynolds@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,11-02-1988,MA,Technician,Female,Fully Meets,3
1885,Moshe,Taylor,2023-05-26,2023-06-12,moshe.taylor@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,22-02-1987,MA,Specialist,Male,Fully Meets,3
1886,Irene,Melton,2021-04-10,NA,irene.melton@bilearner.com,Active,Full-Time,Full-Time,Production       ,09-08-1997,MA,Technician,Female,Fully Meets,3
1887,Eddie,Whitney,2023-04-18,NA,eddie.whitney@bilearner.com,Active,Contract,Part-Time,Production       ,04-12-1957,MA,Operator,Female,Fully Meets,3
1888,Marcel,Gomez,2021-10-13,2023-06-21,marcel.gomez@bilearner.com,Terminated,Contract,Full-Time,Production       ,30-08-1996,MA,Technician,Female,Fully Meets,3
1889,Amy,Foster-Baker,2020-10-10,NA,amy.foster-baker@bilearner.com,Active,Part-Time,Temporary,Admin Offices,21-12-1956,MA,Tester,Female,Fully Meets,3
1890,Janet,King,2019-01-20,2021-09-15,janet.king@bilearner.com,Terminated,Part-Time,Full-Time,Executive Office,24-10-1955,MA,Foreman,Female,Fully Meets,3
1891,Bonalyn,Boutwell,2021-05-09,2022-10-27,bonalyn.boutwell@bilearner.com,Terminated,Full-Time,Part-Time,Admin Offices,23-11-1950,MA,Lineman,Female,Fully Meets,3
1892,Nan,Singh,2023-07-29,2023-08-04,nan.singh@bilearner.com,Terminated,Contract,Temporary,Admin Offices,14-05-1984,MA,Laborer,Female,Fully Meets,3
1893,Tyrone,Steans,2019-08-24,2022-12-14,tyrone.steans@bilearner.com,Terminated,Part-Time,Temporary,Admin Offices,23-07-1964,MA,Intern,Male,Fully Meets,3
1894,Estelle,Howard,2018-12-25,NA,estelle.howard@bilearner.com,Active,Part-Time,Full-Time,Admin Offices,06-09-1983,MA,Billing,Female,Fully Meets,3
